,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating,longitude,latitude
0,Residential Plot,Maheshwaram,45.0,1111,4050,New,4.6,78.4338212,17.1350798
1,Residential Plot,Maheshwaram,23.97,888,2700,New,3.9,78.4338212,17.1350798
2,3 BHK Villa,Maheshwaram,140.0,6379,2209,Under Construction,4.9,78.4338212,17.1350798
3,Residential Plot,Maheshwaram,22.5,1111,2025,New,4.7,78.4338212,17.1350798
4,Residential Plot,Maheshwaram,56.0,1777,3150,New,5.0,78.4338212,17.1350798
5,Residential Plot,Maheshwaram,72.8,1444,5040,New,0.0,78.4338212,17.1350798
6,Residential Plot,Maheshwaram,46.05,1666,2763,New,0.0,78.4338212,17.1350798
7,Residential Plot,Maheshwaram,54.6,1444,3780,New,0.0,78.4338212,17.1350798
8,Residential Plot,Maheshwaram,31.72,1444,2196,New,5.0,78.4338212,17.1350798
9,Residential Plot,Maheshwaram,28.86,1444,1998,New,5.0,78.4338212,17.1350798
10,Residential Plot,Maheshwaram,29.1,1111,2619,New,4.7,78.4338212,17.1350798
11,Residential Plot,Maheshwaram,28.1,1111,2529,New,4.7,78.4338212,17.1350798
12,Residential Plot,Maheshwaram,27.1,1111,2439,New,4.7,78.4338212,17.1350798
13,Residential Plot,Maheshwaram,26.1,1111,2349,New,4.7,78.4338212,17.1350798
14,Residential Plot,Maheshwaram,25.1,1111,2259,New,4.7,78.4338212,17.1350798
15,Residential Plot,Maheshwaram,23.1,1111,2079,New,4.7,78.4338212,17.1350798
16,Residential Plot,Maheshwaram,20.1,1111,1809,New,4.7,78.4338212,17.1350798
17,Residential Plot,Maheshwaram,24.5,1111,2205,New,4.7,78.4338212,17.1350798
18,Residential Plot,Maheshwaram,24.0,1111,2160,New,4.7,78.4338212,17.1350798
19,Residential Plot,Maheshwaram,23.0,1111,2070,New,4.7,78.4338212,17.1350798
20,Residential Plot,Maheshwaram,23.5,1111,2115,New,4.7,78.4338212,17.1350798
21,Residential Plot,Maheshwaram,22.0,1111,1980,New,4.7,78.4338212,17.1350798
22,Residential Plot,Maheshwaram,21.0,1111,1890,New,4.7,78.4338212,17.1350798
23,Residential Plot,Maheshwaram,20.0,1111,1800,New,4.7,78.4338212,17.1350798
24,Residential Plot,Maheshwaram,21.5,1111,1935,New,4.7,78.4338212,17.1350798
25,Residential Plot,Maheshwaram,17.55,1444,1215,New,4.2,78.4338212,17.1350798
26,Residential Plot,Maheshwaram,15.6,1444,1080,New,4.2,78.4338212,17.1350798
27,Residential Plot,Maheshwaram,21.71,13000,167,New,4.2,78.4338212,17.1350798
28,Residential Plot,Maheshwaram,20.28,1444,1404,New,4.2,78.4338212,17.1350798
29,Residential Plot,Maheshwaram,19.24,1444,1332,New,4.2,78.4338212,17.1350798
30,Residential Plot,Maheshwaram,23.01,1444,1593,New,4.2,78.4338212,17.1350798
31,Residential Plot,Maheshwaram,27.11,1655,1638,New,0.0,78.4338212,17.1350798
32,Residential Plot,Maheshwaram,32.78,1655,1980,New,0.0,78.4338212,17.1350798
33,Residential Plot,Maheshwaram,28.75,1655,1737,New,0.0,78.4338212,17.1350798
34,Residential Plot,Maheshwaram,32.18,1655,1944,New,0.0,78.4338212,17.1350798
35,Residential Plot,Maheshwaram,39.78,1655,2403,New,0.0,78.4338212,17.1350798
36,Residential Plot,Maheshwaram,46.8,1444,3240,New,0.0,78.4338212,17.1350798
37,Residential Plot,Maheshwaram,44.2,1444,3060,New,0.0,78.4338212,17.1350798
38,Residential Plot,Maheshwaram,49.4,1444,3420,New,0.0,78.4338212,17.1350798
39,Residential Plot,Maheshwaram,520.0,14444,3600,New,0.0,78.4338212,17.1350798
40,Residential Plot,Maheshwaram,46.8,2055,2277,Resale,0.0,78.4338212,17.1350798
41,Residential Plot,Maheshwaram,41.6,1444,2880,New,0.0,78.4338212,17.1350798
42,Residential Plot,Maheshwaram,67.6,1444,4680,New,0.0,78.4338212,17.1350798
43,Residential Plot,Maheshwaram,57.2,1444,3960,New,0.0,78.4338212,17.1350798
44,Residential Plot,Maheshwaram,50.0,1388,3600,New,0.0,78.4338212,17.1350798
45,Residential Plot,Maheshwaram,18.0,1111,1620,New,0.0,78.4338212,17.1350798
46,Residential Plot,Maheshwaram,34.1,1222,2790,New,4.1,78.4338212,17.1350798
47,Residential Plot,Maheshwaram,75.4,1444,5220,New,0.0,78.4338212,17.1350798
48,Residential Plot,Maheshwaram,70.2,1444,4860,New,0.0,78.4338212,17.1350798
49,Residential Plot,Maheshwaram,33.0,1222,2700,New,4.8,78.4338212,17.1350798
50,Residential Plot,Maheshwaram,29.81,1222,2439,New,4.8,78.4338212,17.1350798
51,Residential Plot,Maheshwaram,30.8,1222,2520,New,4.8,78.4338212,17.1350798
52,Residential Plot,Maheshwaram,30.5,12500,244,New,5.0,78.4338212,17.1350798
53,Residential Plot,Maheshwaram,24.5,1111,2205,New,4.1,78.4338212,17.1350798
54,Residential Plot,Maheshwaram,23.1,1222,1890,New,4.1,78.4338212,17.1350798
55,Residential Plot,Maheshwaram,34.0,1888,1800,New,0.0,78.4338212,17.1350798
56,Residential Plot,Maheshwaram,80.6,1444,5580,New,0.0,78.4338212,17.1350798
57,Residential Plot,Maheshwaram,28.05,1222,2295,New,4.1,78.4338212,17.1350798
58,Residential Plot,Maheshwaram,29.15,1222,2385,New,4.1,78.4338212,17.1350798
59,Residential Plot,Maheshwaram,28.49,1222,2331,New,4.1,78.4338212,17.1350798
60,Residential Plot,Maheshwaram,28.0,1111,2520,New,4.1,78.4338212,17.1350798
61,Residential Plot,Maheshwaram,23.2,1111,2088,New,4.1,78.4338212,17.1350798
62,Residential Plot,Maheshwaram,72.8,13000,560,New,0.0,78.4338212,17.1350798
63,Residential Plot,Maheshwaram,26.0,1444,1800,New,0.0,78.4338212,17.1350798
64,Residential Plot,Maheshwaram,17.1,1055,1620,New,0.0,78.4338212,17.1350798
65,Residential Plot,Maheshwaram,33.25,1055,3150,New,0.0,78.4338212,17.1350798
66,Residential Plot,Maheshwaram,14.25,1055,1350,New,0.0,78.4338212,17.1350798
67,Residential Plot,Maheshwaram,20.9,1055,1980,New,0.0,78.4338212,17.1350798
68,Residential Plot,Maheshwaram,95.0,10555,900,New,0.0,78.4338212,17.1350798
69,Residential Plot,Maheshwaram,30.0,833,3600,New,0.0,78.4338212,17.1350798
70,Residential Plot,Maheshwaram,33.26,611,5445,New,5.0,78.4338212,17.1350798
71,Residential Plot,Maheshwaram,30.62,12500,245,New,5.0,78.4338212,17.1350798
72,Residential Plot,Maheshwaram,20.0,1111,1800,New,4.1,78.4338212,17.1350798
73,Residential Plot,Maheshwaram,48.0,1714,2799,New,5.0,78.4338212,17.1350798
74,Residential Plot,Maheshwaram,49.0,1750,2800,New,5.0,78.4338212,17.1350798
75,Residential Plot,Maheshwaram,28.32,1333,2124,Resale,4.9,78.4338212,17.1350798
76,Residential Plot,Maheshwaram,83.2,1444,5760,New,0.0,78.4338212,17.1350798
77,Residential Plot,Maheshwaram,24.0,1333,1800,New,4.9,78.4338212,17.1350798
78,Residential Plot,Maheshwaram,22.0,1111,1980,New,5.0,78.4338212,17.1350798
79,Residential Plot,Maheshwaram,26.7,1111,2403,New,5.0,78.4338212,17.1350798
80,Residential Plot,Maheshwaram,22.8,1055,2160,New,0.0,78.4338212,17.1350798
81,Residential Plot,Maheshwaram,26.6,1055,2520,New,0.0,78.4338212,17.1350798
82,Residential Plot,Maheshwaram,19.0,1388,1368,New,4.8,78.4338212,17.1350798
83,Residential Plot,Maheshwaram,23.25,1388,1674,New,4.8,78.4338212,17.1350798
84,Residential Plot,Maheshwaram,20.37,1388,1467,New,4.8,78.4338212,17.1350798
85,Residential Plot,Maheshwaram,32.25,1388,2322,New,4.8,78.4338212,17.1350798
86,Residential Plot,Maheshwaram,30.37,1388,2187,New,4.8,78.4338212,17.1350798
87,Residential Plot,Maheshwaram,30.05,1094,2745,New,5.0,78.4338212,17.1350798
88,Residential Plot,Maheshwaram,22.05,1088,2025,New,5.0,78.4338212,17.1350798
89,Residential Plot,Maheshwaram,27.5,1111,2475,New,5.0,78.4338212,17.1350798
90,Residential Plot,Maheshwaram,30.0,1111,2700,New,5.0,78.4338212,17.1350798
91,Residential Plot,Maheshwaram,18.0,7200,250,New,0.0,78.4338212,17.1350798
92,Residential Plot,Maheshwaram,42.75,1055,4050,New,0.0,78.4338212,17.1350798
93,Residential Plot,Maheshwaram,19.0,1055,1800,New,0.0,78.4338212,17.1350798
94,Residential Plot,Maheshwaram,169.0,1444,11700,New,0.0,78.4338212,17.1350798
95,Residential Plot,Maheshwaram,182.0,1444,12600,New,0.0,78.4338212,17.1350798
96,Residential Plot,Maheshwaram,117.0,1444,8100,New,0.0,78.4338212,17.1350798
97,Residential Plot,Maheshwaram,156.0,1444,10800,New,0.0,78.4338212,17.1350798
98,Residential Plot,Maheshwaram,104.0,1444,7200,New,0.0,78.4338212,17.1350798
99,Residential Plot,Maheshwaram,91.0,1444,6300,New,0.0,78.4338212,17.1350798
100,Residential Plot,Maheshwaram,78.0,1444,5400,New,0.0,78.4338212,17.1350798
101,Residential Plot,Maheshwaram,143.0,1444,9900,New,0.0,78.4338212,17.1350798
102,Residential Plot,Maheshwaram,39.0,1444,2700,New,0.0,78.4338212,17.1350798
103,Residential Plot,Maheshwaram,49.62,12500,397,New,5.0,78.4338212,17.1350798
104,Residential Plot,Maheshwaram,59.8,1444,4140,New,0.0,78.4338212,17.1350798
105,Residential Plot,Maheshwaram,65.0,1444,4500,New,0.0,78.4338212,17.1350798
106,Residential Plot,Maheshwaram,52.0,1444,3600,New,0.0,78.4338212,17.1350798
107,Residential Plot,Maheshwaram,130.0,1444,9000,New,0.0,78.4338212,17.1350798
108,Residential Plot,Maheshwaram,29.0,1111,2610,New,5.0,78.4338212,17.1350798
109,Residential Plot,Maheshwaram,40.0,1111,3600,New,5.0,78.4338212,17.1350798
110,Residential Plot,Maheshwaram,32.0,1111,2880,New,5.0,78.4338212,17.1350798
111,Residential Plot,Maheshwaram,28.0,10000,280,New,5.0,78.4338212,17.1350798
112,Residential Plot,Maheshwaram,62.4,1444,4320,New,0.0,78.4338212,17.1350798
113,Residential Plot,Maheshwaram,78.0,1444,5400,New,5.0,78.4338212,17.1350798
114,Residential Plot,Maheshwaram,39.0,1444,2700,New,5.0,78.4338212,17.1350798
115,Residential Plot,Maheshwaram,169.0,1444,11700,New,4.4,78.4338212,17.1350798
116,Residential Plot,Maheshwaram,130.0,1444,9000,New,4.3,78.4338212,17.1350798
117,Residential Plot,Maheshwaram,117.0,1444,8100,New,4.3,78.4338212,17.1350798
118,Residential Plot,Maheshwaram,156.0,1444,10800,New,4.3,78.4338212,17.1350798
119,Residential Plot,Maheshwaram,26.16,1333,1962,New,4.8,78.4338212,17.1350798
120,Residential Plot,Maheshwaram,24.96,1333,1872,New,4.8,78.4338212,17.1350798
121,Residential Plot,Maheshwaram,23.4,1333,1755,New,4.8,78.4338212,17.1350798
122,Residential Plot,Maheshwaram,21.96,1333,1647,New,4.8,78.4338212,17.1350798
123,Residential Plot,Maheshwaram,21.12,1333,1584,New,4.8,78.4338212,17.1350798
124,Residential Plot,Maheshwaram,20.04,1333,1503,New,4.8,78.4338212,17.1350798
125,Residential Plot,Maheshwaram,38.0,9500,400,New,0.0,78.4338212,17.1350798
126,Residential Plot,Maheshwaram,22.8,9500,240,New,0.0,78.4338212,17.1350798
127,Residential Plot,Maheshwaram,31.5,12500,252,New,5.0,78.4338212,17.1350798
128,Residential Plot,Maheshwaram,30.84,12000,257,New,0.0,78.4338212,17.1350798
129,Residential Plot,Maheshwaram,26.0,1444,1800,New,3.9,78.4338212,17.1350798
130,Residential Plot,Maheshwaram,26.0,1444,1800,New,5.0,78.4338212,17.1350798
131,Residential Plot,Maheshwaram,26.0,1444,1800,New,4.7,78.4338212,17.1350798
132,Residential Plot,Maheshwaram,38.0,1111,3420,New,5.0,78.4338212,17.1350798
133,Residential Plot,Maheshwaram,37.5,1111,3375,New,5.0,78.4338212,17.1350798
134,Residential Plot,Maheshwaram,37.0,1111,3330,New,5.0,78.4338212,17.1350798
135,Residential Plot,Maheshwaram,35.0,1111,3150,New,5.0,78.4338212,17.1350798
136,Residential Plot,Maheshwaram,34.0,10000,340,New,5.0,78.4338212,17.1350798
137,Residential Plot,Maheshwaram,22.5,1111,2025,New,5.0,78.4338212,17.1350798
138,Residential Plot,Maheshwaram,26.0,1111,2340,New,5.0,78.4338212,17.1350798
139,Residential Plot,Maheshwaram,21.0,1111,1890,New,5.0,78.4338212,17.1350798
140,Residential Plot,Maheshwaram,24.0,1111,2160,New,5.0,78.4338212,17.1350798
141,Residential Plot,Maheshwaram,25.0,1111,2250,New,5.0,78.4338212,17.1350798
142,Residential Plot,Maheshwaram,26.0,1444,1800,New,4.4,78.4338212,17.1350798
143,Residential Plot,Maheshwaram,114.0,1444,7920,New,4.4,78.4338212,17.1350798
144,Residential Plot,Maheshwaram,117.0,1444,8100,New,4.4,78.4338212,17.1350798
145,Residential Plot,Maheshwaram,132.0,1444,9180,New,4.4,78.4338212,17.1350798
146,Residential Plot,Maheshwaram,130.0,1444,9000,New,4.4,78.4338212,17.1350798
147,Residential Plot,Maheshwaram,122.0,1444,8460,New,4.4,78.4338212,17.1350798
148,Residential Plot,Maheshwaram,137.0,1444,9540,New,4.4,78.4338212,17.1350798
149,Residential Plot,Maheshwaram,148.0,1444,10260,New,4.4,78.4338212,17.1350798
150,Residential Plot,Maheshwaram,145.0,1444,10080,New,4.4,78.4338212,17.1350798
151,Residential Plot,Maheshwaram,143.0,1444,9900,New,4.4,78.4338212,17.1350798
152,Residential Plot,Maheshwaram,140.0,1444,9720,New,4.4,78.4338212,17.1350798
153,Residential Plot,Maheshwaram,24.0,1777,1350,New,3.7,78.4338212,17.1350798
154,Residential Plot,Maheshwaram,30.87,12500,247,New,5.0,78.4338212,17.1350798
155,Residential Plot,Maheshwaram,23.4,1000,2340,New,4.8,78.4338212,17.1350798
156,Residential Plot,Maheshwaram,106.0,1444,7380,New,4.4,78.4338212,17.1350798
157,Residential Plot,Maheshwaram,104.0,1444,7200,New,4.4,78.4338212,17.1350798
158,Residential Plot,Maheshwaram,109.0,1444,7560,New,4.4,78.4338212,17.1350798
159,Residential Plot,Maheshwaram,91.0,1444,6300,New,4.4,78.4338212,17.1350798
160,Residential Plot,Maheshwaram,98.8,1444,6840,New,4.4,78.4338212,17.1350798
161,Residential Plot,Maheshwaram,96.2,1444,6660,New,4.4,78.4338212,17.1350798
162,Residential Plot,Maheshwaram,93.6,1444,6480,New,4.4,78.4338212,17.1350798
163,3 BHK Villa,Maheshwaram,130.0,6378,2038,Under Construction,4.9,78.4338212,17.1350798
164,Residential Plot,Maheshwaram,24.53,1222,2007,New,4.8,78.4338212,17.1350798
165,Residential Plot,Maheshwaram,44.2,1444,3060,New,4.4,78.4338212,17.1350798
166,Residential Plot,Maheshwaram,46.8,1444,3240,New,4.4,78.4338212,17.1350798
167,Residential Plot,Maheshwaram,52.0,1444,3600,New,4.4,78.4338212,17.1350798
168,Residential Plot,Maheshwaram,59.8,1444,4140,New,4.4,78.4338212,17.1350798
169,Residential Plot,Maheshwaram,72.8,1444,5040,New,4.4,78.4338212,17.1350798
170,Residential Plot,Maheshwaram,70.2,1444,4860,New,4.4,78.4338212,17.1350798
171,Residential Plot,Maheshwaram,75.4,1444,5220,New,4.4,78.4338212,17.1350798
172,Residential Plot,Maheshwaram,78.0,1444,5400,New,4.4,78.4338212,17.1350798
173,Residential Plot,Maheshwaram,80.6,1444,5580,New,4.4,78.4338212,17.1350798
174,Residential Plot,Maheshwaram,85.8,1444,5940,New,4.4,78.4338212,17.1350798
175,Residential Plot,Maheshwaram,83.2,1444,5760,New,4.4,78.4338212,17.1350798
176,Residential Plot,Maheshwaram,23.87,1222,1953,New,4.6,78.4338212,17.1350798
177,Residential Plot,Maheshwaram,25.08,1222,2052,New,4.8,78.4338212,17.1350798
178,Residential Plot,Maheshwaram,20.81,1511,1377,New,3.3,78.4338212,17.1350798
179,Residential Plot,Maheshwaram,39.0,1444,2700,New,4.4,78.4338212,17.1350798
180,Residential Plot,Maheshwaram,41.6,1444,2880,New,4.4,78.4338212,17.1350798
181,Residential Plot,Maheshwaram,36.0,1333,2700,New,4.8,78.4338212,17.1350798
182,Residential Plot,Maheshwaram,38.1,611,6237,New,5.0,78.4338212,17.1350798
183,Residential Plot,Maheshwaram,28.68,12000,239,New,5.0,78.4338212,17.1350798
184,Residential Plot,Maheshwaram,25.99,1111,2340,New,5.0,78.4338212,17.1350798
185,Residential Plot,Maheshwaram,28.5,1055,2700,New,0.0,78.4338212,17.1350798
186,Residential Plot,Maheshwaram,38.0,1055,3600,New,0.0,78.4338212,17.1350798
187,Residential Plot,Maheshwaram,42.78,611,7002,New,5.0,78.4338212,17.1350798
188,Residential Plot,Maheshwaram,25.95,611,4248,New,5.0,78.4338212,17.1350798
189,Residential Plot,Maheshwaram,22.5,1000,2250,New,4.8,78.4338212,17.1350798
190,Residential Plot,Maheshwaram,32.0,1777,1800,New,3.7,78.4338212,17.1350798
191,Residential Plot,Maheshwaram,24.86,1222,2034,New,4.8,78.4338212,17.1350798
192,Residential Plot,Maheshwaram,34.68,1333,2601,New,4.8,78.4338212,17.1350798
193,Residential Plot,Maheshwaram,31.8,1333,2385,New,4.8,78.4338212,17.1350798
194,Residential Plot,Maheshwaram,30.24,1333,2268,New,4.8,78.4338212,17.1350798
195,Residential Plot,Maheshwaram,28.2,1333,2115,New,4.8,78.4338212,17.1350798
196,Residential Plot,Maheshwaram,24.0,1333,1800,New,4.8,78.4338212,17.1350798
197,Residential Plot,Maheshwaram,18.0,1333,1350,New,4.8,78.4338212,17.1350798
198,Residential Plot,Maheshwaram,14.4,1333,1080,New,4.8,78.4338212,17.1350798
199,Residential Plot,Maheshwaram,21.0,1333,1575,New,4.8,78.4338212,17.1350798
200,Residential Plot,Maheshwaram,27.84,1333,2088,New,4.8,78.4338212,17.1350798
201,Residential Plot,Maheshwaram,25.8,1333,1935,New,4.8,78.4338212,17.1350798
202,Residential Plot,Maheshwaram,40.8,1333,3060,New,4.8,78.4338212,17.1350798
203,Residential Plot,Maheshwaram,66.75,2777,2403,New,4.8,78.4338212,17.1350798
204,Residential Plot,Maheshwaram,88.25,2777,3177,New,4.8,78.4338212,17.1350798
205,Residential Plot,Maheshwaram,45.5,1444,3150,New,0.0,78.4338212,17.1350798
206,Residential Plot,Maheshwaram,25.08,1222,2052,New,4.6,78.4338212,17.1350798
207,Residential Plot,Maheshwaram,31.08,14000,222,New,5.0,78.4338212,17.1350798
208,Residential Plot,Maheshwaram,30.24,555,5445,New,3.8,78.4338212,17.1350798
209,Residential Plot,Maheshwaram,30.25,555,5445,New,3.4,78.4338212,17.1350798
210,Residential Plot,Maheshwaram,30.0,1666,1800,New,0.0,78.4338212,17.1350798
211,Residential Plot,Maheshwaram,14.73,611,2412,New,5.0,78.4338212,17.1350798
212,Residential Plot,Maheshwaram,25.44,12000,212,New,5.0,78.4338212,17.1350798
213,Residential Plot,Maheshwaram,23.21,1222,1899,New,4.8,78.4338212,17.1350798
214,Residential Plot,Maheshwaram,21.0,611,3438,New,5.0,78.4338212,17.1350798
215,Residential Plot,Maheshwaram,21.99,611,3600,New,5.0,78.4338212,17.1350798
216,Residential Plot,Maheshwaram,21.0,1166,1800,New,0.0,78.4338212,17.1350798
217,Residential Plot,Maheshwaram,25.3,1222,2070,New,4.1,78.4338212,17.1350798
218,Residential Plot,Maheshwaram,25.08,12000,209,New,5.0,78.4338212,17.1350798
219,Residential Plot,Maheshwaram,24.09,1222,1971,New,4.6,78.4338212,17.1350798
220,Residential Plot,Maheshwaram,66.75,2777,2403,Resale,4.7,78.4338212,17.1350798
221,Residential Plot,Maheshwaram,66.75,2897,2304,New,4.7,78.4338212,17.1350798
222,Residential Plot,Maheshwaram,33.37,1388,2403,New,5.0,78.4338212,17.1350798
223,Residential Plot,Maheshwaram,23.65,1222,1935,New,4.1,78.4338212,17.1350798
224,Residential Plot,Maheshwaram,25.85,1222,2115,New,4.1,78.4338212,17.1350798
225,Residential Plot,Maheshwaram,20.0,832,2403,New,5.0,78.4338212,17.1350798
226,Residential Plot,Maheshwaram,23.98,11000,218,New,5.0,78.4338212,17.1350798
227,Residential Plot,Maheshwaram,35.0,20958,167,New,0.0,78.4338212,17.1350798
228,Residential Plot,Maheshwaram,88.25,3017,2925,New,4.7,78.4338212,17.1350798
229,Residential Plot,Maheshwaram,18.9,1111,1701,New,0.0,78.4338212,17.1350798
230,Residential Plot,Maheshwaram,16.56,1000,1656,New,0.0,78.4338212,17.1350798
231,Residential Plot,Maheshwaram,17.6,1222,1440,New,4.3,78.4338212,17.1350798
232,Residential Plot,Maheshwaram,16.06,1222,1314,New,4.3,78.4338212,17.1350798
233,Residential Plot,Maheshwaram,13.53,1222,1107,New,4.3,78.4338212,17.1350798
234,Residential Plot,Maheshwaram,18.04,1222,1476,New,4.3,78.4338212,17.1350798
235,Residential Plot,Maheshwaram,15.07,1222,1233,New,4.3,78.4338212,17.1350798
236,Residential Plot,Maheshwaram,85.0,2777,3060,New,4.7,78.4338212,17.1350798
237,Residential Plot,Maheshwaram,75.0,2777,2700,New,4.7,78.4338212,17.1350798
238,Residential Plot,Maheshwaram,66.75,2777,2403,New,4.7,78.4338212,17.1350798
239,Residential Plot,Maheshwaram,110.0,2777,3960,New,4.7,78.4338212,17.1350798
240,Residential Plot,Maheshwaram,105.0,2777,3780,New,4.7,78.4338212,17.1350798
241,Residential Plot,Maheshwaram,100.0,2777,3600,New,4.7,78.4338212,17.1350798
242,Residential Plot,Maheshwaram,95.0,2777,3420,New,4.7,78.4338212,17.1350798
243,Residential Plot,Maheshwaram,23.1,1222,1890,New,4.6,78.4338212,17.1350798
244,Residential Plot,Maheshwaram,32.0,1777,1800,New,4.9,78.4338212,17.1350798
245,Residential Plot,Maheshwaram,35.2,1777,1980,New,4.9,78.4338212,17.1350798
246,Residential Plot,Maheshwaram,16.83,1000,1683,New,0.0,78.4338212,17.1350798
247,Residential Plot,Maheshwaram,18.0,1000,1800,New,0.0,78.4338212,17.1350798
248,Residential Plot,Maheshwaram,16.47,9000,183,New,0.0,78.4338212,17.1350798
249,Residential Plot,Maheshwaram,16.79,1277,1314,New,4.3,78.4338212,17.1350798
250,Residential Plot,Maheshwaram,17.71,1277,1386,New,4.3,78.4338212,17.1350798
251,Residential Plot,Maheshwaram,19.55,1277,1530,New,4.3,78.4338212,17.1350798
252,Residential Plot,Maheshwaram,22.44,11000,204,New,5.0,78.4338212,17.1350798
253,Residential Plot,Maheshwaram,15.39,611,2520,New,5.0,78.4338212,17.1350798
254,Residential Plot,Maheshwaram,24.03,11500,209,New,5.0,78.4338212,17.1350798
255,Residential Plot,Maheshwaram,71.5,22000,325,New,4.7,78.4338212,17.1350798
256,Residential Plot,Maheshwaram,24.97,1222,2043,New,4.6,78.4338212,17.1350798
257,Residential Plot,Maheshwaram,16.11,611,2637,New,5.0,78.4338212,17.1350798
258,Residential Plot,Maheshwaram,28.04,611,4590,New,5.0,78.4338212,17.1350798
259,Residential Plot,Maheshwaram,19.8,1222,1620,New,4.8,78.4338212,17.1350798
260,Residential Plot,Maheshwaram,81.25,2777,2925,New,4.7,78.4338212,17.1350798
261,Residential Plot,Maheshwaram,69.42,2888,2403,New,4.7,78.4338212,17.1350798
262,Residential Plot,Maheshwaram,77.66,2444,3177,New,4.7,78.4338212,17.1350798
263,Residential Plot,Maheshwaram,91.78,2888,3177,New,4.7,78.4338212,17.1350798
264,Residential Plot,Maheshwaram,81.25,25000,325,New,4.7,78.4338212,17.1350798
265,Residential Plot,Maheshwaram,88.25,2777,3177,New,4.7,78.4338212,17.1350798
266,Residential Plot,Maheshwaram,88.25,25000,353,New,4.7,78.4338212,17.1350798
267,Residential Plot,Maheshwaram,66.75,25000,267,New,4.7,78.4338212,17.1350798
268,Residential Plot,Maheshwaram,27.0,1500,1800,New,3.7,78.4338212,17.1350798
269,Residential Plot,Maheshwaram,34.87,11000,317,New,5.0,78.4338212,17.1350798
270,Residential Plot,Maheshwaram,20.46,11000,186,New,5.0,78.4338212,17.1350798
271,Residential Plot,Maheshwaram,15.18,1222,1242,New,4.3,78.4338212,17.1350798
272,2 BHK Apartment,Maheshwaram,25.0,1388,1800,Under Construction,0.0,78.4338212,17.1350798
273,Residential Plot,Maheshwaram,15.99,888,1800,New,4.7,78.4338212,17.1350798
274,Residential Plot,Maheshwaram,16.5,1222,1350,New,4.3,78.4338212,17.1350798
275,Residential Plot,Maheshwaram,15.97,944,1692,New,4.7,78.4338212,17.1350798
276,Residential Plot,Maheshwaram,7.65,944,810,New,4.7,78.4338212,17.1350798
277,Residential Plot,Maheshwaram,24.0,1333,1800,Resale,3.5,78.4338212,17.1350798
278,Residential Plot,Maheshwaram,30.25,555,5445,New,3.6,78.4338212,17.1350798
279,Residential Plot,Maheshwaram,109.0,1555,7011,New,5.0,78.4338212,17.1350798
280,Residential Plot,Maheshwaram,10.96,944,1161,New,4.7,78.4338212,17.1350798
281,Residential Plot,Maheshwaram,22.0,1222,1800,New,4.1,78.4338212,17.1350798
282,Residential Plot,Maheshwaram,61.41,2555,2403,New,4.7,78.4338212,17.1350798
283,Residential Plot,Maheshwaram,15.72,611,2574,New,5.0,78.4338212,17.1350798
284,Residential Plot,Maheshwaram,46.46,11500,404,New,5.0,78.4338212,17.1350798
285,Residential Plot,Maheshwaram,79.58,1277,6228,New,5.0,78.4338212,17.1350798
286,Residential Plot,Maheshwaram,77.39,11500,673,New,5.0,78.4338212,17.1350798
287,Residential Plot,Maheshwaram,126.0,1555,8136,New,5.0,78.4338212,17.1350798
288,Residential Plot,Maheshwaram,106.0,1555,6867,New,5.0,78.4338212,17.1350798
289,Residential Plot,Maheshwaram,22.55,11000,205,New,5.0,78.4338212,17.1350798
290,Residential Plot,Maheshwaram,25.0,1388,1800,New,3.2,78.4338212,17.1350798
291,Residential Plot,Maheshwaram,49.0,1111,4410,New,4.6,78.4338212,17.1350798
292,Residential Plot,Maheshwaram,48.0,1111,4320,New,4.6,78.4338212,17.1350798
293,Residential Plot,Maheshwaram,13.0,944,1377,New,4.7,78.4338212,17.1350798
294,Residential Plot,Maheshwaram,16.74,944,1773,New,4.7,78.4338212,17.1350798
295,Residential Plot,Maheshwaram,13.94,944,1476,New,4.7,78.4338212,17.1350798
296,Residential Plot,Maheshwaram,18.0,1000,1800,New,4.5,78.4338212,17.1350798
297,Residential Plot,Maheshwaram,20.0,1111,1800,New,0.0,78.4338212,17.1350798
298,Residential Plot,Maheshwaram,47.0,1111,4230,New,4.6,78.4338212,17.1350798
299,Residential Plot,Maheshwaram,46.0,1111,4140,New,4.6,78.4338212,17.1350798
300,Residential Plot,Maheshwaram,30.14,1222,2466,New,4.8,78.4338212,17.1350798
301,Residential Plot,Maheshwaram,23.21,11000,211,New,5.0,78.4338212,17.1350798
302,Residential Plot,Maheshwaram,29.81,11000,271,New,5.0,78.4338212,17.1350798
303,Residential Plot,Maheshwaram,29.41,611,4815,New,5.0,78.4338212,17.1350798
304,Residential Plot,Maheshwaram,20.12,611,3294,New,5.0,78.4338212,17.1350798
305,Residential Plot,Maheshwaram,40.0,1111,3600,New,4.6,78.4338212,17.1350798
306,Residential Plot,Maheshwaram,43.0,1111,3870,New,4.6,78.4338212,17.1350798
307,Residential Plot,Maheshwaram,42.0,1111,3780,New,4.6,78.4338212,17.1350798
308,Residential Plot,Maheshwaram,41.0,1111,3690,New,4.6,78.4338212,17.1350798
309,Residential Plot,Maheshwaram,44.0,1111,3960,New,4.6,78.4338212,17.1350798
